HANDLE,ESTRUTURA,CBOS,FAIXA_ETARIA,ANO,MES,REGIME_ATENDIMENTO,QTDE_PAGA,VALOR_PAGO
1183,1.02.01.003,,PED,2025,10,AMBULATORIAL,3,47.09
1022,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,145.39
1016,2.01.01.010,,PED,2025,10,DOMICILIAR,3,116.22
1125,1.01.01.012,PEDIATRIA,PED,2025,10,AMBULATORIAL,3,97.51
1144,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,57.48
1076,3.01.02.005,,PED,2025,10,DOMICILIAR,1,69.53
1153,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,3,24.16
1131,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,5,70.35
1014,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,108.97
1019,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,102.67
1160,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,40.84
1184,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,53.43
1144,1.01.02.001,,PED,2025,10,DOMICILIAR,1,53.79
1020,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,147.01
1024,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,5,97.98
1039,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,2,80.62
1196,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,5,83.33
1158,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,2,174.62
1078,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,2,95.3
1098,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,2,120.03
1024,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,52.74
1010,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,144.14
1036,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,66.22
1137,1.01.01.012,PNEUMOLOGIA,PED,2025,10,DOMICILIAR,4,137.72
1092,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,127.86
1027,3.01.02.005,,PED,2025,10,AMBULATORIAL,1,228.42
1106,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,89.15
1003,1.01.01.012,DERMATOLOGIA,ADULTO,2025,10,DOMICILIAR,4,86.33
1104,1.02.01.003,,PED,2025,10,AMBULATORIAL,3,116.12
1152,3.01.02.005,,PED,2025,10,DOMICILIAR,5,92.68
1184,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,184.52
1136,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,3,117.55
1010,1.01.01.012,ENDOCRINOLOGIA,PED,2025,10,AMBULATORIAL,4,71.17
1119,1.01.02.001,,PED,2025,10,AMBULATORIAL,2,65.62
1028,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,1,175.19
1182,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,5,141.94
1023,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,10,AMBULATORIAL,3,109.97
1157,1.01.01.012,ORTOPEDIA,PED,2025,10,DOMICILIAR,3,87.18
1153,1.01.01.012,NEUROLOGIA,ADULTO,2025,10,AMBULATORIAL,3,53.98
1145,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,225.43
1149,1.01.01.012,NEUROLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,79.73
1122,1.01.01.012,PEDIATRIA,PED,2025,10,AMBULATORIAL,5,127.91
1044,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,96.22
1181,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,2,114.42
1089,3.01.02.005,,PED,2025,10,DOMICILIAR,1,148.82
1062,1.02.01.003,,PED,2025,10,AMBULATORIAL,2,201.37
1034,2.01.01.010,,PED,2025,10,AMBULATORIAL,4,105.81
1117,1.01.01.012,CLÍNICA MÉDICA,ADULTO,2025,10,AMBULATORIAL,5,142.64
1186,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,2,114.75
1167,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,89.35
1057,1.01.01.012,CARDIOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,47.77
1093,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,2,74.62
1066,1.01.01.012,REUMATOLOGIA,PED,2025,10,AMBULATORIAL,3,45.03
1102,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,5,156.69
1157,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,106.65
1086,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,3,180.4
1180,1.01.02.001,,PED,2025,10,AMBULATORIAL,2,104.52
1155,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,3,136.58
1101,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,105.57
1051,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,112.07
1068,1.01.01.012,PSIQUIATRIA,PED,2025,10,DOMICILIAR,3,116.14
1111,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,2,48.19
1128,3.01.02.005,,PED,2025,10,AMBULATORIAL,4,247.44
1050,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,182.7
1023,1.01.01.012,ENDOCRINOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,2,76.03
1171,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,72.83
1088,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,111.19
1060,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,41.7
1082,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,207.79
1061,1.01.02.001,,PED,2025,10,DOMICILIAR,1,235.55
1113,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,144.67
1162,1.02.01.003,,PED,2025,10,AMBULATORIAL,2,100.34
1170,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,1,113.16
1035,1.01.01.012,CARDIOLOGIA,ADULTO,2025,10,DOMICILIAR,1,94.86
1170,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,60.53
1044,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,1,79.4
1167,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,75.22
1097,2.01.01.010,,PED,2025,10,DOMICILIAR,5,65.57
1074,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,23.56
1042,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,2,151.76
1003,1.01.02.001,,PED,2025,10,AMBULATORIAL,2,11.6
1033,1.01.01.012,ORTOPEDIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,113.07
1070,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,3,103.59
1071,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,197.65
1155,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,2,80.22
1124,1.01.02.001,,PED,2025,10,AMBULATORIAL,2,99.19
1175,1.01.01.012,ORTOPEDIA,PED,2025,10,DOMICILIAR,2,151.92
1126,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,119.95
1095,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,65.93
1144,1.01.02.001,,PED,2025,10,DOMICILIAR,5,70.26
1142,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,131.1
1065,1.01.01.012,GINECOLOGIA,ADULTO,2025,10,AMBULATORIAL,5,124.26
1113,1.01.01.012,CLÍNICA MÉDICA,PED,2025,10,AMBULATORIAL,2,38.42
1086,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,5,107.96
1048,1.02.01.003,,PED,2025,10,DOMICILIAR,3,123.94
1149,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,47.85
1103,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,1,0.39
1127,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,3,188.36
1187,1.01.01.012,UROLOGIA,PED,2025,10,AMBULATORIAL,2,149.58
1118,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,146.29
1154,1.02.01.003,,PED,2025,10,AMBULATORIAL,5,31.04
1074,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,3,76.31
1082,1.01.02.001,,PED,2025,10,AMBULATORIAL,3,49.96
1121,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,149.87
1079,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,1,129.67
1045,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,67.7
1190,1.02.01.003,,PED,2025,10,DOMICILIAR,5,167.91
1022,1.01.01.012,DERMATOLOGIA,PED,2025,10,DOMICILIAR,1,136.21
1156,1.01.01.012,ORTOPEDIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,41.94
1109,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,4,89.46
1008,1.01.01.012,ORTOPEDIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,177.26
1135,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,10,DOMICILIAR,4,99.61
1066,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,78.13
1200,1.01.02.001,,PED,2025,10,AMBULATORIAL,4,95.71
1130,1.02.01.003,,PED,2025,10,DOMICILIAR,2,163.65
1043,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,3,143.61
1164,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,124.47
1036,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,132.9
1025,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,2,109.59
1107,1.01.02.001,,PED,2025,10,DOMICILIAR,5,40.97
1123,1.01.02.001,,PED,2025,10,DOMICILIAR,5,58.05
1093,3.01.02.005,,PED,2025,10,DOMICILIAR,4,145.15
1169,1.02.01.003,,PED,2025,10,DOMICILIAR,5,92.95
1196,3.01.02.005,,PED,2025,10,DOMICILIAR,2,91.3
1146,1.01.01.012,PSIQUIATRIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,-25.1
1011,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,66.72
1045,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,124.87
1150,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,39.14
1013,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,175.16
1174,1.01.01.012,PNEUMOLOGIA,PED,2025,10,DOMICILIAR,2,83.04
1072,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,117.8
1024,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,83.42
1116,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,85.86
1144,1.02.01.003,,PED,2025,10,AMBULATORIAL,4,135.99
1180,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,107.62
1084,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,3,176.9
1096,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,98.59
1034,1.01.01.012,PSIQUIATRIA,ADULTO,2025,10,AMBULATORIAL,1,118.86
1014,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,3,116.68
1131,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,85.9
1001,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,1,166.4
1160,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,1,63.35
1087,1.01.02.001,,PED,2025,10,AMBULATORIAL,4,67.63
1036,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,1,133.37
1031,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,134.5
1197,2.01.01.010,,PED,2025,10,DOMICILIAR,1,102.77
1029,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,1,131.55
1003,1.01.01.012,PSIQUIATRIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,164.36
1010,1.01.01.012,REUMATOLOGIA,ADULTO,2025,10,DOMICILIAR,1,183.66
1198,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,3,-7.35
1073,3.01.02.005,,PED,2025,10,DOMICILIAR,5,108.04
1170,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,46.2
1187,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,4,152.14
1167,1.01.01.012,DERMATOLOGIA,PED,2025,10,DOMICILIAR,4,53.53
1048,2.01.01.010,,PED,2025,10,AMBULATORIAL,1,142.39
1132,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,38.56
1199,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,101.61
1075,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,143.89
1047,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,4,127.62
1083,1.02.01.003,,PED,2025,10,DOMICILIAR,2,77.2
1069,1.01.01.012,DERMATOLOGIA,ADULTO,2025,10,AMBULATORIAL,1,183.2
1068,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,38.62
1133,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,10,AMBULATORIAL,4,116.37
1013,1.02.01.003,,PED,2025,10,DOMICILIAR,3,154.74
1076,1.01.01.012,PNEUMOLOGIA,ADULTO,2025,10,DOMICILIAR,2,105.77
1040,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,95.53
1192,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,94.96
1167,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,163.73
1098,2.01.01.010,,PED,2025,10,AMBULATORIAL,3,145.16
1161,3.01.02.005,,PED,2025,10,AMBULATORIAL,5,51.72
1156,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,1,203.06
1039,1.01.01.012,CARDIOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,2,99.46
1102,3.01.02.005,,PED,2025,10,DOMICILIAR,5,29.62
1104,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,1,51.34
1185,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,2,110.76
1129,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,10,DOMICILIAR,5,133.26
1006,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,3,95.98
1184,1.01.01.012,DERMATOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,112.51
1145,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,5,119.09
1049,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,1,37.96
1090,1.01.01.012,PEDIATRIA,ADULTO,2025,10,AMBULATORIAL,5,118.91
1140,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,4,68.95
1070,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,19.93
1063,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,122.44
1167,1.01.01.012,PSIQUIATRIA,PED,2025,10,AMBULATORIAL,4,100.89
1070,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,1,56.25
1018,1.01.02.001,,PED,2025,10,AMBULATORIAL,1,113.41
1030,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,122.57
1078,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,42.9
1141,1.01.01.012,PSIQUIATRIA,PED,2025,10,DOMICILIAR,4,75.58
1192,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,2,124.84
1029,2.01.01.010,,PED,2025,10,AMBULATORIAL,2,87.23
1147,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,56.33
1095,2.01.01.010,,PED,2025,10,AMBULATORIAL,2,42.14
1110,1.01.01.012,REUMATOLOGIA,ADULTO,2025,10,DOMICILIAR,4,49.32
1145,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,10,DOMICILIAR,2,89.71
1022,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,131.72
1119,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,74.14
1126,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,52.86
1197,2.01.01.010,,PED,2025,10,AMBULATORIAL,1,122.19
1191,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,3,79.36
1132,1.01.02.001,,PED,2025,10,DOMICILIAR,2,76.99
1126,1.01.01.012,PSIQUIATRIA,ADULTO,2025,10,AMBULATORIAL,2,159.73
1151,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,139.81
1090,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,5,120.52
1161,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,5,85.43
1021,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,39.07
1011,2.01.01.010,,PED,2025,10,AMBULATORIAL,2,82.23
1188,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,101.94
1114,1.01.01.012,PNEUMOLOGIA,PED,2025,10,AMBULATORIAL,1,130.55
1141,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,2,87.15
1033,1.01.01.012,GINECOLOGIA,PED,2025,10,AMBULATORIAL,5,79.8
1127,1.02.01.003,,PED,2025,10,AMBULATORIAL,2,120.92
1103,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,2,116.62
1121,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,51.61
1075,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,88.81
1041,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,2,86.13
1114,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,3,104.81
1127,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,100.73
1151,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,5,79.57
1016,1.01.02.001,,PED,2025,10,AMBULATORIAL,1,41.16
1080,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,66.67
1028,1.02.01.003,,PED,2025,10,AMBULATORIAL,1,170.91
1026,1.01.01.012,PNEUMOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,23.92
1027,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,4,109.66
1081,1.01.02.001,,PED,2025,10,AMBULATORIAL,3,110.55
1175,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,3,-11.03
1172,1.01.02.001,,PED,2025,10,DOMICILIAR,3,42.76
1033,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,3,90.55
1047,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,5,71.41
1030,3.01.02.005,,PED,2025,10,DOMICILIAR,3,157.07
1168,3.01.02.005,,PED,2025,10,DOMICILIAR,4,185.9
1142,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,92.85
1022,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,125.73
1047,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,92.8
1017,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,1,51.98
1033,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,4,131.05
1029,1.01.01.012,ORTOPEDIA,PED,2025,10,DOMICILIAR,3,105.93
1081,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,3,114.23
1115,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,10,DOMICILIAR,2,143.16
1038,2.01.01.010,,PED,2025,10,DOMICILIAR,5,22.24
1169,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,156.7
1071,1.01.01.012,ORTOPEDIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,158.08
1058,1.01.02.001,,PED,2025,10,AMBULATORIAL,1,141.98
1021,1.01.01.012,PNEUMOLOGIA,PED,2025,10,AMBULATORIAL,5,113.33
1120,3.01.02.005,,PED,2025,10,DOMICILIAR,4,89.75
1185,1.01.02.001,,ADULTO,2025,10,AMBULATORIAL,2,147.36
1041,1.02.01.003,,PED,2025,10,AMBULATORIAL,1,149.57
1071,1.01.01.012,PNEUMOLOGIA,PED,2025,10,AMBULATORIAL,3,59.65
1095,1.01.01.012,DERMATOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,5.29
1039,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,1,122.7
1173,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,5,112.08
1080,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,86.05
1161,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,4,136.41
1085,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,3,53.43
1121,1.01.01.012,ORTOPEDIA,PED,2025,10,DOMICILIAR,5,61.74
1172,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,2,19.36
1195,1.01.01.012,GINECOLOGIA,PED,2025,10,DOMICILIAR,2,80.7
1072,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,56.04
1118,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,2,143.68
1118,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,141.75
1117,1.01.02.001,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,90.99
1027,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,1,129.7
1109,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,102.23
1156,1.01.01.012,OFTALMOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,93.27
1071,1.01.01.012,OFTALMOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,128.5
1039,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,3,126.97
1036,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,5,53.83
1033,1.01.02.001,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,123.29
1059,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,1,114.01
1182,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,166.73
1178,3.01.02.005,,PED,2025,10,AMBULATORIAL,2,55.52
1163,3.01.02.005,,PED,2025,10,AMBULATORIAL,5,192.24
1148,1.01.02.001,,PED,2025,10,DOMICILIAR,3,43.11
1156,1.01.02.001,,PED,2025,10,DOMICILIAR,2,84.87
1039,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,5,102.71
1073,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,4,110.55
1152,1.01.01.012,REUMATOLOGIA,ADULTO,2025,10,DOMICILIAR,1,81.96
1129,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,133.1
1014,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,126.32
1172,1.01.01.012,NEUROLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,126.69
1111,1.01.02.001,,PED,2025,10,DOMICILIAR,1,39.49
1084,3.01.02.005,,PED,2025,10,DOMICILIAR,4,161.34
1094,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,4,130.03
1157,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,77.55
1084,1.02.01.003,,PED,2025,10,DOMICILIAR,2,59.03
1145,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,72.1
1056,1.01.01.012,REUMATOLOGIA,PED,2025,10,AMBULATORIAL,1,94.0
1016,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,4,148.3
1189,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,10,DOMICILIAR,4,173.89
1006,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,4,162.67
1069,1.01.01.012,REUMATOLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,90.17
1190,1.01.01.012,DERMATOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,19.89
1082,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,155.36
1023,1.01.01.012,ORTOPEDIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,1,43.7
1081,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,4,147.71
1060,3.01.02.005,,PED,2025,10,AMBULATORIAL,3,71.38
1158,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,4,122.55
1122,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,4,76.27
1018,3.01.02.005,,ADULTO,2025,10,AMBULATORIAL,5,20.42
1187,2.01.01.010,,PED,2025,10,AMBULATORIAL,3,100.02
1120,2.01.01.010,,PED,2025,10,DOMICILIAR,2,74.69
1153,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,122.04
1036,1.02.01.003,,PED,2025,10,AMBULATORIAL,1,121.28
1155,1.01.01.012,DERMATOLOGIA,PED,2025,10,INTERNAÇÃO HOSPITALAR,5,95.96
1179,1.02.01.003,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,4,124.12
1080,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,206.18
1158,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,10,DOMICILIAR,3,117.2
1173,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,5,40.01
1162,1.02.01.003,,ADULTO,2025,10,AMBULATORIAL,3,107.93
1002,3.01.02.005,,PED,2025,10,INTERNAÇÃO HOSPITALAR,2,107.22
1097,3.01.02.005,,ADULTO,2025,10,DOMICILIAR,5,113.88
1052,2.01.01.010,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,2,55.04
1097,2.01.01.010,,PED,2025,10,INTERNAÇÃO HOSPITALAR,3,110.25
1185,3.01.02.005,,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,5,34.93
1052,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,5,94.77
1181,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,10,INTERNAÇÃO HOSPITALAR,3,176.22
1072,3.01.02.005,,PED,2025,10,AMBULATORIAL,4,80.77
1161,2.01.01.010,,PED,2025,10,DOMICILIAR,3,133.32
1016,1.01.01.012,PEDIATRIA,PED,2025,10,DOMICILIAR,3,97.51
1008,2.01.01.010,,ADULTO,2025,10,AMBULATORIAL,5,56.71
1134,1.02.01.003,,ADULTO,2025,10,DOMICILIAR,4,78.72
1087,1.02.01.003,,PED,2025,10,INTERNAÇÃO HOSPITALAR,4,98.11
1027,1.01.02.001,,ADULTO,2025,10,DOMICILIAR,1,116.66
1172,2.01.01.010,,ADULTO,2025,10,DOMICILIAR,3,81.42
1010,2.01.01.010,,PED,2025,10,DOMICILIAR,1,55.16
